=== Segment 1 Start: 17:05:10 | End: 17:05:16 ===
Time (s),x,y
1.53,13,39
1.6,13,65
1.66,13,91
1.73,13,117
1.8,13,143
2.26,13,169
2.59,39,169
2.66,65,169
3.05,65,195
3.12,65,221
3.19,65,247
3.25,65,273
3.32,65,299
3.39,65,325
4.18,39,325
4.25,13,325
4.65,13,351
4.71,13,377
5.1,39,377
5.17,65,377
5.24,91,377
5.3,117,377
5.37,143,377
5.77,169,377

=== Segment 2 Start: 17:05:16 | End: 17:05:34 ===
Time (s),x,y
1.65,169,403
1.72,169,429
2.25,195,429
2.31,221,429
2.64,221,403
2.71,221,377
2.78,221,351
3.51,221,325
3.83,195,325
3.9,169,325
3.97,143,325
4.23,117,325
4.56,117,299
4.63,117,273
4.69,117,247
4.76,117,221
5.03,143,221
5.09,169,221
5.42,169,247
5.49,169,273
5.82,195,273
5.89,221,273
5.95,247,273
6.02,273,273
6.35,273,299
6.41,273,325
6.68,299,325
6.74,325,325
7.01,325,351
7.07,325,377
7.87,299,377
7.94,273,377
8.26,273,403
8.33,273,429
8.66,299,429
8.73,325,429
9.06,325,455
9.12,325,481
9.92,351,481
9.98,377,481
10.18,377,455
10.25,377,429
10.31,377,403
10.38,377,377
10.71,403,377
10.78,429,377
11.24,429,351
11.31,429,325
11.37,429,299
11.44,429,273
11.84,455,273
11.91,481,273
12.3,481,299
12.37,481,325
12.44,481,351
12.5,481,377
12.57,481,403
12.63,481,429
12.7,481,455
12.77,481,481
13.16,507,481
13.23,533,481
14.02,533,455
14.09,533,429
14.55,559,429
14.62,585,429
14.95,585,403
15.02,585,377
15.22,559,377
15.28,533,377
15.54,533,351
15.61,533,325
15.94,559,325
16.01,585,325
16.07,611,325
16.48,637,299
16.54,663,273
16.94,689,247
17.0,689,221
17.53,715,221
17.59,741,221
17.73,741,195
17.79,741,169
17.99,715,169

=== Segment 3 Start: 17:05:34 | End: 17:05:43 ===
Time (s),x,y
0.07,689,169
0.79,715,169
0.86,741,169
1.78,741,195
1.85,741,221
1.92,741,247
2.64,741,221
3.24,715,221
3.3,689,221
3.96,689,247
4.03,689,273
4.36,663,273
4.43,637,273
4.69,637,299
4.76,637,325
5.35,611,325
5.49,585,325
5.55,559,325
5.62,533,325
6.02,533,351
6.08,533,377
6.34,559,377
6.41,585,377
6.81,585,403
6.87,559,429
6.94,533,455
7.0,507,481
7.14,481,481
7.2,455,481
7.87,481,481
7.93,507,481
8.39,481,481
8.86,481,455
8.92,481,429
8.99,481,403
9.06,481,377

=== Segment 4 Start: 17:05:43 | End: 17:06:00 ===
Time (s),x,y
0.59,481,403
0.66,481,429
0.73,481,455
0.79,481,481
1.32,481,455
1.39,481,429
1.45,481,403
1.52,481,377
1.59,481,351
1.65,481,325
1.72,481,299
1.78,481,273
2.05,455,273
2.11,429,273
2.38,429,299
2.44,429,325
2.51,429,351
2.58,429,377
2.84,403,377
2.91,377,377
3.17,377,403
3.24,377,429
3.31,377,455
3.37,377,481
3.84,351,481
3.9,325,481
4.3,325,455
4.37,325,429
4.63,299,429
4.69,273,429
5.36,273,403
5.42,273,377
6.02,273,403
6.08,273,429
6.55,299,429
7.34,273,429
7.61,273,403
7.67,273,377
8.86,299,377
8.93,325,377
9.26,325,351
9.33,299,325
9.39,273,299
9.99,273,273
10.32,247,273
10.38,221,273
10.45,195,273
10.52,169,273
10.85,169,247
10.91,169,221
11.31,143,221
11.38,117,221
11.71,117,247
11.77,117,273
11.84,117,299
11.91,117,325
12.43,143,325
12.5,169,325
12.96,195,325
13.03,221,325
13.55,221,351
13.62,221,377
13.69,221,403
13.75,221,429
14.15,195,429
14.22,169,429
14.48,169,403
14.55,169,377
14.81,143,377
14.88,117,377
14.94,91,377
15.01,65,377
15.08,39,377
15.14,13,377
16.07,13,351
16.13,13,325
16.2,13,299
16.66,13,325
17.19,39,325
17.72,65,325

=== Segment 5 Start: 17:06:00 | End: 17:06:26 ===
Time (s),x,y
2.77,39,325
2.84,13,325
4.23,13,351
4.3,13,377
4.69,39,377
4.76,65,377
4.82,91,377
4.89,117,377
4.96,143,377
5.49,169,377
5.82,169,403
5.88,169,429
6.08,195,429
6.14,221,429
6.34,221,403
7.01,221,377
7.07,221,351
7.14,221,325
7.47,195,325
7.54,169,325
7.6,143,325
7.93,117,325
8.33,117,299
8.4,117,273
8.46,117,247
8.53,117,221
8.86,143,221
8.93,169,221
9.26,169,247
9.33,169,273
9.67,195,273
9.73,221,273
9.79,247,273
9.86,273,273
10.25,273,299
10.32,273,325
10.65,299,325
10.71,325,325
11.18,325,351
11.44,325,377
11.9,299,377
11.97,273,377
12.37,273,403
12.43,273,429
12.63,299,429
12.7,325,429
13.03,325,455
13.1,325,481
13.36,351,481
13.43,377,481
13.63,377,455
13.69,377,429
13.76,377,403
13.82,377,377
14.15,403,377
14.55,429,351
14.75,429,325
14.81,429,299
14.88,429,273
15.28,455,273
15.34,481,273
15.67,481,299
15.74,481,325
15.81,481,351
15.88,481,377
15.94,481,403
16.0,481,429
16.07,481,455
16.14,481,481
16.27,507,481
16.33,533,481
16.6,533,455
16.8,533,429
17.26,559,429
17.33,585,403
18.25,585,377
18.58,559,377
18.65,533,377
19.04,533,351
19.11,533,325
19.44,559,325
19.51,585,325
19.57,611,325
19.64,637,325
20.17,637,299
20.23,637,273
20.56,663,273
20.63,689,247
20.7,715,221
21.42,741,195
21.89,741,169
22.35,715,169
22.42,689,169
22.48,663,169
22.81,637,169
23.21,637,143
23.27,637,117
23.6,663,117
23.67,689,117
23.74,715,117
23.8,741,117
24.27,741,91
24.34,741,65
24.4,741,39
24.46,741,13
24.86,715,13
24.93,689,13
24.99,663,13
25.06,637,13
25.13,611,13
25.19,585,13
25.52,585,39
25.59,585,65
25.79,559,65

=== Segment 6 Start: 17:06:26 | End: 17:06:32 ===
Time (s),x,y
0.06,533,65
1.05,559,65
1.12,585,65
1.45,585,39
1.52,585,13
1.91,611,13
1.98,637,13
2.04,663,13
2.11,689,13
2.18,715,13
2.24,741,13
2.64,741,39
2.71,741,65
2.77,741,91
2.84,741,117
3.1,715,117
3.17,689,117
3.23,663,117
3.3,637,117
3.43,637,143
3.5,663,169
3.77,689,169
3.83,715,169
3.9,741,169
4.29,741,195
4.36,741,221
4.43,741,247
4.49,741,273
5.22,741,299
5.28,741,325
5.35,741,351
5.42,741,377
5.48,741,403
5.55,741,429
5.74,715,429
5.81,689,429

=== Segment 7 Start: 17:06:32 | End: 17:06:55 ===
Time (s),x,y
0.33,689,455
1.52,715,429
1.59,741,403
2.05,741,377
2.12,741,351
2.18,741,325
2.25,741,299
2.31,741,273
2.38,741,247
2.45,741,221
2.51,741,195
2.58,741,169
2.84,715,169
2.91,689,169
2.97,663,169
3.04,637,169
3.37,637,143
3.44,637,117
3.7,663,117
3.77,689,117
3.84,715,117
3.9,741,117
4.1,741,91
4.16,741,65
4.76,741,39
4.82,741,13
5.15,715,13
5.22,689,13
5.28,663,13
5.35,637,13
5.42,611,13
5.48,585,13
6.01,585,39
6.08,585,65
6.28,559,65
6.34,533,65
6.41,507,65
6.48,481,65
6.74,481,39
6.81,481,13
7.01,455,13
7.07,429,13
7.27,429,39
7.34,429,65
7.67,403,65
7.74,377,65
8.0,377,39
8.06,377,13
8.26,351,13
8.33,325,39
10.45,325,65
10.51,325,91
10.58,325,117
17.25,351,117
17.32,377,117
17.78,377,143
17.85,377,169
18.24,351,169
18.31,325,169
18.38,325,195
19.3,325,221
19.37,325,247
19.43,325,273
19.7,351,273
19.77,377,273
20.03,377,247
20.1,377,221
20.3,403,221
20.37,429,221
20.63,429,195
20.7,429,169
20.96,455,169
21.03,481,169
21.09,507,169
21.16,533,169
21.22,559,169
21.29,585,169
21.69,585,195
21.75,585,221
21.82,585,247
21.88,585,273
22.22,559,273
22.28,533,273
22.48,533,247

=== Segment 8 Start: 17:06:55 | End: 17:07:02 ===
Time (s),x,y
0.07,533,221
0.86,533,247
0.92,533,273
1.98,559,273
2.05,585,273
2.51,585,247
2.58,585,221
2.65,585,195
3.11,585,169
3.64,559,169
3.7,533,169
3.77,507,169
4.23,481,169
4.3,455,169
4.37,429,169
4.77,429,195
4.83,429,221
5.16,403,221
5.23,377,247
5.29,351,273
5.76,325,273
6.22,325,247
6.28,325,221
6.35,325,195
6.42,325,169
6.68,351,169
6.75,377,169
7.01,377,143
7.08,377,117

