=== Segment 1 Start: 14:28:50 | End: 14:29:28 ===
Time (s),x,y
2.92,20,60
2.98,20,100
3.05,20,140
3.12,20,180
3.18,20,220
3.25,20,260
3.71,60,260
3.78,100,260
3.84,140,260
3.91,180,260
4.44,180,220
4.5,220,180
4.57,260,140
4.7,260,100
6.75,260,60
6.82,300,20
7.55,340,20
8.21,340,60
8.28,340,100
8.67,380,100
8.74,420,100
10.39,420,60
10.46,420,20
11.25,460,20
11.32,500,20
11.97,500,60
12.04,500,100
12.57,540,100
12.64,580,100
13.89,580,60
13.96,580,20
16.4,620,20
16.47,660,20
16.54,700,20
16.6,740,20
17.26,740,60
17.33,740,100
17.4,740,140
17.46,740,180
18.19,700,180
18.99,660,180
19.05,620,180
19.12,580,180
19.71,580,220
19.78,580,260
21.1,540,260
21.17,500,260
21.96,500,220
22.03,500,180
22.75,460,180
22.82,420,180
23.36,420,220
23.42,420,260
24.28,380,260
24.34,340,260
24.41,300,260
24.47,260,260
25.13,260,300
25.2,260,340
25.8,220,340
25.86,180,340
26.46,180,380
26.52,180,420
27.12,140,420
27.19,100,420
27.26,60,420
27.32,20,420
27.91,20,460
27.98,20,500
28.04,20,540
28.11,20,580
28.7,60,580
28.77,100,580
28.84,140,580
28.9,180,580
28.97,220,580
29.03,260,580
29.63,260,540
29.69,260,500
30.29,300,500
30.35,340,500
30.95,340,460
31.01,340,420
31.08,340,380
31.15,340,340
31.81,380,340
31.87,420,340
32.54,420,380
32.6,420,420
33.13,460,420
33.2,500,420
33.66,500,460
33.73,500,500
34.19,540,500
34.25,580,500
34.85,580,540
34.91,580,580
35.44,620,580
35.51,660,580
35.58,700,580
35.65,740,580
36.31,740,540
36.37,740,500
36.9,700,500
36.97,660,500
37.56,660,460
37.63,660,420
38.22,700,420
38.29,740,420

=== Segment 2 Start: 14:29:28 | End: 14:29:59 ===
Time (s),x,y
2.84,700,420
2.91,660,420
3.44,660,460
3.5,660,500
4.1,700,500
4.16,740,500
4.76,740,540
4.83,740,580
5.42,700,580
5.49,660,580
5.55,620,580
6.15,580,580
6.21,540,580
6.74,580,580
7.34,580,540
7.4,580,500
7.93,540,500
8.0,500,500
8.66,500,460
8.73,500,420
9.32,460,420
9.38,420,420
9.91,420,380
9.98,420,340
10.57,380,340
10.64,340,340
11.1,340,380
11.17,340,420
11.24,340,460
11.3,340,500
11.77,300,500
11.83,260,500
12.42,260,540
12.49,260,580
13.02,220,580
13.08,180,580
13.15,140,580
13.22,100,580
13.28,60,580
13.35,20,580
13.94,20,540
14.01,20,500
14.47,20,460
14.54,20,420
15.0,60,420
15.07,100,420
15.14,140,420
15.2,180,420
15.99,180,380
16.52,180,340
17.11,220,340
17.18,260,340
17.71,260,300
17.78,260,260
18.44,300,260
18.5,340,260
18.57,380,260
18.64,420,260
20.03,420,220
20.09,420,180
20.69,460,180
20.75,500,180
21.35,500,220
21.42,500,260
21.95,540,260
22.01,580,260
23.13,580,220
23.2,580,180
23.93,620,180
23.99,660,180
24.06,700,180
24.12,740,180
24.85,740,140
24.92,740,100
24.98,740,60
25.05,740,20
25.71,700,20
25.78,660,20
25.84,620,20
25.91,580,20
26.5,580,60
26.57,580,100
27.23,540,100
27.3,500,100
27.89,500,60
27.96,500,20
28.49,460,20
28.55,420,20
29.08,420,60
29.15,420,100
29.68,380,100
29.74,340,100
30.27,340,60
30.34,340,20
30.86,300,20
30.93,260,20
31.0,220,20
31.06,180,20
31.13,140,20
31.19,100,20

=== Segment 3 Start: 14:29:59 | End: 14:30:21 ===
Time (s),x,y
2.05,140,20
2.12,180,20
2.18,220,20
2.25,260,20
2.31,300,20
2.38,340,20
3.5,340,60
3.57,340,100
4.1,380,100
4.16,420,100
4.96,420,60
5.02,420,20
5.56,460,20
5.62,500,20
6.28,500,60
6.34,500,100
6.94,540,100
7.0,580,100
7.6,580,60
7.66,580,20
8.33,620,20
8.4,660,20
8.46,700,20
8.53,740,20
9.12,740,60
9.19,740,100
9.25,740,140
9.32,740,180
9.85,700,180
9.92,660,180
9.98,620,180
10.05,580,180
10.51,580,220
10.58,580,260
11.17,540,260
11.24,500,260
11.83,500,220
11.9,500,180
12.49,460,180
12.56,420,180
13.09,420,220
13.15,420,260
13.81,380,260
13.88,340,260
13.95,300,260
14.01,260,260
14.54,260,300
14.61,260,340
15.07,220,340
15.14,180,340
15.6,180,380
15.67,180,420
16.13,140,420
16.2,100,420
16.26,60,420
16.33,20,420
16.86,20,460
16.92,20,500
16.99,20,540
17.06,20,580
17.65,60,580
17.72,100,580
17.78,140,580
17.85,180,580
17.91,220,580
17.98,260,580
18.51,260,540
18.58,260,500
19.11,300,500
19.17,340,500
19.63,340,460
19.7,340,420
19.77,340,380
19.83,340,340
20.36,380,340
20.43,420,340
20.89,420,380
20.96,420,420
21.35,460,420

=== Segment 4 Start: 14:30:21 | End: 14:30:33 ===
Time (s),x,y
0.07,500,420
2.31,460,420
2.38,420,420
3.04,420,380
3.11,420,340
3.64,380,340
3.7,340,340
4.3,340,380
4.36,340,420
4.43,340,460
4.49,340,500
5.42,300,500
6.02,260,500
6.61,260,540
6.67,260,580
7.33,220,580
7.4,180,580
7.47,140,580
7.53,100,580
7.6,60,580
7.66,20,580
8.46,20,540
8.53,20,500
8.59,20,460
8.66,20,420
9.12,60,420
9.98,100,420
10.05,140,420
10.11,180,420
10.77,180,380
10.84,180,340
11.37,220,340
11.44,260,340
11.96,260,300
12.03,260,260
12.56,300,260

